Date,MonthYear,Attack Name,Network,Attacked Protocol Addresses,Attacker,Detected,AlertId,Time of Alert,ExploitTxHash,Time of Exploit Tx,Diff,Diff in sec,Victim,Comment,ProtocolContracts
06/01/2023,20236,DDCoin,BSC,,"0xa100c4b1962dcdb44201ce123833bf275e5f8847,0x0a3fee894eb8fcb6f84460d5828d71be50612762",TP (locally),ATTACK-DETECTOR-2,,0xd92bf51b9bf464420e1261cfcd8b291ee05d5fbffbfbb316ec95131779f80809,Jun-01-2023 07:00:14 AM +UTC,,,,"many alerts, but no attack detector; pot perf issue?","0x50ab0D88045F540b8B79C8A7Dc25790dB493BBC5,0x976cfB9e0447D86f1e4c835c66062CAe113AF404,"
5/31/2023,20236,ERC20Token,Mainnet,,0x0e816b0d0a66252c72af822d3e0773a2676f3278,TP (locally),ATTACK-DETECTOR-2,,0xcff84cc137c92e427f720ca1f2b36fbad793f34ec5117eed127060686e6797b1,Jun-07-2023 04:14:11 AM +UTC,,,,"many alerts, but no attack detector; pot perf issue?",
06/07/2023,20236,Instante Token,Polygon,,0xb3d204ee119547faa7be6796a31ca773c24b1fdc,FN,,,0xff5515268d53df41d407036f547b206e288b226989da496fda367bfeb31c5b8b,Jun-06-2023 12:22:36 PM +UTC,,,,"many alerts, but no attack detector; pot perf issue?",
06/06/2023,20236,UN Token Compromise,BSC,,"0xa247e81645d6b7fc800afecd836fef16f504d908,0xf84efa8a9f7e68855cf17eaac9c2f97a9d131366",FN,,,0xff5515268d53df41d407036f547b206e288b226989da496fda367bfeb31c5b8b,Jun-06-2023 12:22:36 PM +UTC,,,,"many alerts, but no attack detector; pot perf issue?","0x1aFA48B74bA7aC0C3C5A2c8B7E24eB71D440846F,0x5F739a4AdE4341D4AEe049E679095BcCbe904Ee1,0xa4B5bB109c6508A8Ca880D2b4915139706783b77"
06/06/2023,20236,Murati AI,BSC,,0x8887a9387ee149a81a17145065a7b13132f732cd,TP (locally),ATTACK-DETECTOR-2,,0x354da299a497cfb606cb98410e4406eee2ece45d4f79d8a51780125f4264cd2a,Jun-06-2023 03:15:42 PM +UTC,,,,"many alerts, but no attack detector; pot perf issue?","0x69C2fcAe7e30b429166BD616A322e32BeC036bCf,0xdb79f966bF3EdE1E6c1183C9fC3a67D740c2eee0,0xbb610dF4c1D9fd8E1dCAd9fdd2dc9d685f412919,0x73857B78A330d06331A286E5727759A76e97CFEE,0x470d85F7424B8aFA283DFebCC6D745b525b649da"
06/10/2023,20236,Atlantis Loan,BSC,,0xeade071ff23bcef312dec938ece29f7da62cf45b,TP,ATTACK-DETECTOR-2,"Sun, 11 Jun 2023 10:36:58 GMT",0x3b0df86f548946d9dda9fb4177ae27bf33f06315c73ea50945ab9e53a041d7e1,Jun-10-2023 09:53:40 AM +UTC,,,,,"0x87b79e34eac2eb77324269d3115cb8ba847ee016,0x0503FEaa5854E55E5607e40371e2a1b0d1B9df7F,0x788A791FF9641A5e1fF3596487b120c348bE1Db3,0xfEAd9619e88464e5aD1Ea9Df458dcc147F03ea0C,0x558B96Ee93Ea9C7ec9839BEAfab641d75F94E9a3,0x4e9bF21Ce718Dde4be2E0F5b167181b8AdAd12F6,0x59123a930E52b52EdB27F91135253331F36cd87c,0xCc7Fc8666F6e62cB44aa781de841eE6Be3BbE54c,0x219db7E6F8A609645E8559F8553A48C6e6b17f57,0xd7C38eb724a4610A9fB78F3f9F6C400577e30AC2,0xC182Ea25C72cE276F80748497775499059F6c74e,0x02A7dE4598DA1F18CB6AB85D342b4688FEC66E6B,0x2F4ba3A96B9B5b660C78310FddE4987c09a2eEba,0x5c81c0f55A15Dbc97749A83c843044702768A2A2,0x2C5056167cb2797a7D82996800F896D4F0684343,0x350bD6EFE303F5D6E10bD9e9d6347bc4a3E708c0,0x1e3C741e1d94b88871dCE2A9b55CC2b2b10AD04f,0x26458660BC2f9112e43De7f0DAE003298c6a6DC4,0x96FfC0C6e91FD65460Bd1dd180500fA5bDa11940,0x20c7E6eb3FaB3990A0DB8b2EEd57FF7d799603f9,0x14f235Bb338804D194679BEF1eD7F619F4fE684F,0x8DF3719eB4C9F17ecF30bA298CC2Da7c88162894,0x6A3EbE48a297a61048ddbeB0eF62da4E35eF11f2,0x7c0697155617b7A797CB7517d483DbBdB17089CF,0xd47084cC0e974e5B88958FCA5FaFB7f7726C4058,0x24ce0E8a115b850DD9f8f28125534f102059A307,0x17a1693A62695610993ee389CAa6473749EDbf28"
06/11/2023,20236,Trust the Trident,BSC,,"0x4beb05bf9bd4585ae2f4feb74112f18b423abb84,0x0060129430df7ea188be3d8818404a2d40896089",TP (locally),ATTACK-DETECTOR-2,,0xe968e648b2353cea06fc3da39714fb964b9354a1ee05750a3c5cc118da23444b,Jun-11-2023 10:37:49 AM +UTC,,,,"many alerts, but no attack detector; pot perf issue?","0xa645995e9801F2ca6e2361eDF4c2A138362BADe4,0x358EfC593134f99833C66894cCeCD41F550051b6,0x9523B023E1D2C490c65D26fad3691b024d0305D7,0x61f834516504fC02b3cd80D41722df08fD030141,0xeaF83465025b4Bf9020fdF9ea5fB6e71dC8a0779"
06/12/2023,20236,Sturdy Finance,Mainnet,,"0x1e8419e724d51e87f78e222d935fbbdeb631a08b,0x0b09c86260c12294e3b967f0d523b4b2bcdfbeab",TP (beta detected),ATTACK-DETECTOR-2,,0xeb87ebc0a18aca7d2a9ffcabf61aa69c9e8d3c6efade9e2303f8857717fb9eb7,Jun-12-2023 01:06:35 AM +UTC,,,,perf issues; detected by https://explorer.forta.network/alert/0xa55019a66394624a9de0b9f0bfb00f0ed6e0104175c6054c663b4b193a930c48,"0xb7499a92fc36e9053a4324aFfae59d333635D9c3,0x88f8CCC064bA2D39cF08D57B6e7504a7B6bE8E4e,0x48Cc0719E3bF9561D861CB98E863fdA0CEB07Dbc,0x904290A4e88b984Bab24527601a3d83fF1B7450E,0x86f282c2003FAcF4185F00B5e49A80Db884fEC33,0x131cCc65CDB8Ea905bA6E66Eba503EeEF275d8f2,0x102A01611efCE588DC071714607be3c96F1318D6,0xA422CA380bd70EeF876292839222159E41AAEe17,0xA4D147b9DA5d1669CC207a9b0B4d86C79135A53d,0x46339B1B9bC2145FCd272AFc99002a931f8C2cFf,0x23Df30FE1d2a8C6f4602db382D727561097F899E,0x73D3e0baEE58fEd4A7d187EBDbf778f93a5Aa9Ad,0xe5d78eB340627B8D5bcFf63590Ebec1EF9118C89,0x55Cc38d75197fBD03CEDe8F1588DcFf0f30E36d4,0x960993Cb6bA0E8244007a57544A55bDdb52db97e,0x4CfA9DDeC7A7C381fc3bd438C5A3CF568a633A3D,0xA3e9B5e1dc6B24F296FfCF9c085E2546A466b883,0xe16AE5f666ee66b4FE2168Ef4377bBB4Af14B215,0x150A51977Bc273dfe84B5530D45ED44D175E88f1,0x0701FAe0924f30acc9673d69F0274611090926B4,0x86616a01f098a0768c7b0d559120820eb7d89288,0x86616a01f098a0768c7b0d559120820eb7d89288,0x01c05337354aae5345d27d2A4A70B56a17aF2b4a,0xe12B0fd4E480de4659eb3742e1465257E58CD750,0xA77D72A6C3fA97F091E9aa9F0C87e9efCB552628,0xf83e4943D76B9A94DA0aFb06E4F30DF773f78938,0x98A60C175fF02fC099383c6F6504a82aD8B85248,0x6AdCd1C2a36eFbA34801384cc4A18f754A4de20E,0x8A128385580D0BeCdD30000D8120bf2327c32f21,0x603036fCFA50114770351E65787D98b2C5b78D88,0x1c8727682dBe7eC36E00d4D8f39dF84fcA8E8912,0x1bFb9035214025BD182cc13B2C03Cc40cbAa2882,0x4AFA73ADA5D44E2710BB4dbcC013b9FC4b8893c3,0x5747D28D9317A930279CB6c958C06f802d988828,0x84dcDE91a81FE6199641f5a11cC858dd90D2759C,0x2420EE2Df56f9C61CA70d94fb509A7B3C04Dc19c,0x9787bDC2Ff7F39Ff981ecc347DfAcF6D57b8783E,0x9ff79b260334Fa61F6b24190e8FaEc46Bc97b9d3,0xf62B771940105dfB095d0BC5F12a6Dc47Aaf9142,0x617b89B0E0c87267a2AE3F77fc1b7F83379456dA,0xf3C27b49409d62Bc50e3497c035a5208f0f8A401,0x846da1F9CbF0e945a790B5bf518A265639039B29,0xFE34b244B51fe4972BA827968E0dc4baa6F7575a,0xc6C3187D47E49ED5071E2100edD5C9b0CB093457,0x7AF222326FCC7806ae7e1754C973c87202fd6599,0x4F47e0a441f02B9f7F90638E03F69F245f7559f9,0xcD137da80193b60de953aBf74bAD89408A552c47,0x81Ce0B194Cea336C22244139Ff71426AC5fc750E,0x19cEFfa15261dcf890328b619039416C40A6b8F8,0xe2Cac13bbff65d30BA31C1709B73c60573cFbDA0,0xCD3c2aB95cF91665D590751CdD3d7959C41951f4,0xCD3c2aB95cF91665D590751CdD3d7959C41951f4,0x9700E0B9d22fE10fF00170462c98aBfFa2505DE2,0xd14A2bd5043F1909A6b20B14E465309FdAc3bf50,0xaE9dfa3beAF1CFB5cAf41B87C0cdC389D62e7105,0xCD3c2aB95cF91665D590751CdD3d7959C41951f4,0xCD1B342cd04A29D7ae86aE54FfCCB8b4580a7192,0x66C6074c5A5144877a12E542BBb8dD37110D7567,0x3E233E6F1C6709Be546Ee2Ef10bAFCe59819577a,0x46f58f3c032064fCaec8484a008e82e27b821f06,0xf8C91E5BfFDD79Ef7D1d6F9ae3391E021fFCBD73,0xfE3b8248f5bFDE88233c87eE17D49143849f9f28,0x40d174027481Dc17C3A714995fCb7Fb5bc7C5f07,0x368122b4743959e08727a70591a266dEE3Ff4F4a,0x3bC6db5e3e3C1e262ae0b28AE35f02e485F3dda3,0x640f7B78830db57BAfDF6F462d2B458dA80825D3,0x85Ad7A2085d391aF549A4413B84Bd9Fa38eD201A,0xE60bFF4746C1acCBcCFc8dC46fbc0dCAA9552E61,0x01Eac83b91158e09EaE57a86eE4538134ff47e26,0x51f2591c31332eF79dc2ad37dE876D2A48F1013f,0xAC2EfC7Ec1e06883b181aA167BF2e1feb07615A3,0x1c8727682dBe7eC36E00d4D8f39dF84fcA8E8912,0x7eD6f3f22Fb3F85E1071b5F6e616d5f0E0E32a49,0x994A8C1AD6C6A65E8D8c6b37A9c8F964A6C985A8,0xa5A96C4E5873dBae8e41058f891A05Ad9aE3C71e,0x88eE44794bAf865E3b0b192d1F9f0AC3Daf1EA0E,0x0Eef4D49B71bad9C6390C7D5E5495b948E5DF280,0xC972d37d48038D289251347A7E52AeDe64B47a40,0x6cC542d4cD29Aa9528d1af83A196aBeCfEE61a8b,0x822802f970CCd9aEB13d0368A2409804d28E1253,0x86A42b7A448c1568d21b00C90eaB53B8417eEaDc,0x701A570C15903a2B09FB41a12DEf0265EBdc53be,0xD7BC0dcb0B6ee14BDB204172ABA01458Abe91aC3,0x4FFa140fc6D5115C808AAF3afda2151F849fcdC3,0x822802f970CCd9aEB13d0368A2409804d28E1253,0xf093E07033efA4eD8167f33A5034AF8E049212F7,0x8eA4b4C9bd07E2fa10dfA712B683F2461397cf19,0x31D5B63b54259b37e74C767706f135ac1C9B8879,0x31780CC26C7C66A7A72bdE665147De4001b302eC,0xc0ddd95419E2375B7cdc9C12a8Db464584E158f3,0x7e704825B55Ba9bE27483BeD912E44cc5a0162bc,0xd9D5c29A4c11d099b7D61C0F2b66B24B1290e127,0xcD23DB9B3FF90Cf200C60Efaa9b9F6Fbd139635F,0x8209BB16a39FD6B76799e7f34702e316cF1129F0,0xD9345caCa72e1376c00e534ed86A08CFCe129337,0xB508171E31273887CB530B5268834C218B3A1303,0xb1ebf8f77ae002d487e7bde22c6180be0af6a3d4,0x5bb3b2782341ac5e0a72dad797d0c27dbebfaadc,0xe1ee5b789ba4ea5287999034fdf293361b53e024,0x403c736f7a79e45bee42fd42a6f89a0a46e38012,0x35616ab2ee92688afe80ebde1dcbeda91f90862c,0x3e0a984a5b4cd60b566c4d851555c7d213ea0eda,0x589bb2ab56b725c50fe3a583eee557023ab4f6e6,0x53799cb6aded2490bf2b15b8f0706e71f05597f1,0x26e3a8953769fe1befc784cb1d42ed0b23742e8c,0x901247d08bebfd449526da92941b35d756873bcd,0x10aa9eea35a3102cc47d4d93bc0ba9ae45557746"
06/12/2023,20236,Keep3r Network,Mainnet,,"0x24ae929ebe12589c5c193af5d7b03da05f5bfb7c, 0x277b86a6adc925993419715278c8e318d8e27b85, 0x91fa0770f46b0608a1f5273568621ddfe944c14f",FN,,,0x25c2d4dbfd38d1dcf10dcfaedf922c7d159aa93c3ac62daeb784718405f237dc,Jun-12-2023 05:04:59 AM +UTC,,,,FP mitigated (high TC funding),"0x1cEB5cB57C4D4E2b2433641b95Dd330A33185A44,0xFC48aC750959d5d5aE9A4bb38f548A7CA8763F8d,0x11b7a6bc0259ed6cf9db8f499988f9ecc7167bf5,0xeDDe080E28Eb53532bD1804de51BD9Cd5cADF0d4,0x976b01c02c636Dd5901444B941442FD70b86dcd5,0x3f6740b5898c5D3650ec6eAce9a649Ac791e44D7,0x053D7DD4dde2B5e4F6146476B95EA8c62cd7c428,0xeb02addCfD8B773A5FFA6B9d1FE99c566f8c44CC"
6/14/2023,20236,Hashflow,Mainnet,,"0xbdf38b7475ff810325aa39e988fb80e0aa007e84, 0xddb19a1bd22c53dac894ee4e2fbfdb0a06769216",TP (locally),ATTACK-DETECTOR-2,,0xdedda493272b6b35660b9cc9070d2ea32ee61279b821184ff837e0a5752f4042,Jun-14-2023 03:13:23 PM +UTC,,,,"many alerts, but no attack detector; pot perf issue?","0x79cdFd7Bc46D577b95ed92bcdc8abAba1844Af0c,0xb3999F658C0391d94A37f7FF328F3feC942BcADC,"
6/15/2023,20236,CFC Token,BSC,,0x106016cdc3878c7ff2b386303000db0001d838eb,TP (locally),ATTACK-DETECTOR-2,,0xa3c130ed8348919f73cbefce0f22d46fa381c8def93654e391ddc95553240c1e,Jun-15-2023 07:06:48 AM +UTC,,,,,"0xdd9B223AEC6ea56567A62f21Ff89585ff125632c,0x595488F902C4d9Ec7236031a1D96cf63b0405CF0"
6/15/2023,20236,DEPUSDT,Mainnet,,0x7021c1b142eb634fa0749cda270c7aff74dc3b7f,TP (locally),ATTACK-DETECTOR-2,,0xf0a13b445674094c455de9e947a25bade75cac9f5176695fca418898ea25742f,Jun-15-2023 08:40:59 AM +UTC,,,,"many alerts, but no attack detector; pot perf issue?",
6/17/2023,20236,Pawnfi,Mainnet,,0x8f7370d5d461559f24b83ba675b4c7e2fdb514cc,TP (locally),ATTACK-DETECTOR-2,,0xe855cc3bad87933bf742fd474bd0ae0ec58d45e9c1a0643b9700dafe8faf0864,Jun-17-2023 02:44:11 AM +UTC,,,,"many alerts, but no attack detector; pot perf issue?","0x85018CF6F53c8bbD03c3137E71F4FCa226cDa92C,0x5f0A4a59C8B39CDdBCf0C683a6374655b4f5D76e,0x73625745eD66F0d4C68C91613086ECe1Fc5a0119,0x0B89032E2722b103386aDCcaE18B2F5D4986aFa0,0x6A55080D5bA7cFf935Fb6aC54f4af4486EE24B1C,0x0b7d8EdA67cE2555abe41d2dF2102D62becf38BD"
6/18/2023,20236,Midas Capital,BSC,,0x4b92cc3452ef1e37528470495b86d3f976470734,TP (locally),ATTACK-DETECTOR-2,,0x66654f116cd26ddf72b25ac9a2be5bdf2bed99201bba8e5bddac375eebec2537,Jun-17-2023 05:12:17 PM +UTC,,,,"many alerts, but no attack detector; pot perf issue?","0x02706A482fc9f6B20238157B56763391a45bE60E,0x93B32a8dfE10e9196403dd111974E325219aec24,0xF8527Dc5611B589CbB365aCACaac0d1DC70b25cB,0x5f8a3d4ad41352A8145DDe8dC0aA3159C7B7649D,0xb2b01D6f953A28ba6C8f9E22986f5bDDb7653aEa"
6/18/2023,20236,Ara Blocks,BSC,,0xf84efa8a9f7e68855cf17eaac9c2f97a9d131366,FN,,,0xd87cdecd5320301bf9a985cc17f6944e7e7c1fbb471c80076ef2d031cc3023b2,Jun-18-2023 4:37:08 PM,,,,"many alerts, but no attack detector; pot perf issue?","0x7BA5dd9Bb357aFa2231446198c75baC17CEfCda9,0x5542958FA9bD89C96cB86D1A6Cb7a3e644a3d46e,"
6/20/2023,20236,Z-Era,BSC,,0xafe015d862b6e1c54c2870d89557a90dafb7fefe,TP (locally),ATTACK-DETECTOR-2,,0x96fcd4a61fa270f0e1608b0b88b6dbc0a91b8da9f7f34de36d3495ad4102c397,Jun-20-2023 12:27:48 PM +UTC,,,,,"0xCc0a1c56401C5d62D4cCEB96b145e958191125DC,0x2125d8a86EBf1DB75d01f537CDcD83E8c2A38d92"
6/20/2023,20236,Bunny Protocol,BSC,,0xe2512f5a3714f473ab2bc3d95e3459fde7cc4b28,FN,,,0x24a68d2a4bbb02f398d3601acfd87b09f543d935fc24862c314aaf64c295acdb,Jun-21-2023 08:26:55 PM +UTC,,,,,"0xc54AAecF5fA1b6c007d019a9d14dFb4a77CC3039,0xb4B84375Ae9bb94d19F416D3db553827Be349520"
6/20/2023,20236,Baby Doge 2,BSC,,0xee6764ac7aa45ed52482e4320906fd75615ba1d1,TP (locally),ATTACK-DETECTOR-2,,0xbaf3e4841614eca5480c63662b41cd058ee5c85dc69198b29e7ab63b84bc866c,Jun-21-2023 12:23:34 PM +UTC,,,,,"0xc748673057861a797275CD8A068AbB95A902e8de,0xc736cA3d9b1E90Af4230BD8F9626528B3D4e0Ee0"
6/23/2023,20236,Shido Global,BSC,,"0x69810917928b80636178b1bb011c746efe61770d, 0xcdb3d057ca0cfdf630baf3f90e9045ddeb9ea4cc",TP (locally),ATTACK-DETECTOR-2,,0x72f8dd2bcfe2c9fbf0d933678170417802ac8a0d8995ff9a56bfbabe3aa712d6,Jun-23-2023 11:00:40 PM +UTC,,,,,"0x733Af324146DCfe743515D8D77DC25140a07F9e0,0xd0A167d1973cA8f76723C6FEa1E6f608DBC1d464,0xa963eE460Cf4b474c35ded8fFF91c4eC011FB640"
6/30/2023,20236,Biswap,BSC,,0xa1e31b29f94296fc85fac8739511360f279b1976,FN,,,0xa9fdedc440865dee38a1285bdc2f8a79947934ac67065d6b8e3a89a259f7ead0,Jun-30-2023 12:15:11 PM +UTC,,,,,"0x46492B26639Df0cda9b2769429845cb991591E0A,0x24Ba8d2A15Fe60618039c398Cf9FD093b1C1FEB5,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0xf5D6fed0f4735Ff2036cE4be535bD32e77dAE9fe"
6/30/2023,20236,MyAI token,BSC,,0xc47fcc9263b026033a94574ec432514c639a2d12,TP,ATTACK-DETECTOR-2,,0x346f65ac333eb6d69886f5614aaf569a561a53a8d93db4384bd7c0bec15ae9f6,Jun-30-2023 01:04:42 PM +UTC,,,,,"0x40d1E011669c0dc7Dc7c7Fb93E623d6A661Df5Ee,0x390d9078cb06f3cD4a17a39693b489446724a093"
,,,,,,,,,,,,,,,
,,Lido,Mainnet,,,,,,,,,,,,"0xF0211b7660680B49De1A7E9f25C65660F0a13Fea,0xFE5986E06210aC1eCC1aDCafc0cc7f8D63B3F977,0xFeBd8FAC16De88206d4b18764e826AF38546AfE0,0x48c4929630099b217136b64089E8543dB0E5163a,0x935cb3366Faf2cFC415B2099d1F974Fd27202b77,0x22010d1747CaFc370b1f1FBBa61022A313c5693b,0x1F2b79FE297B7098875930bBA6dd17068103897E,0x97615f72c3428A393d65A84A3ea6BBD9ad6C0D74,0x00caAeF11EC545B192f16313F53912E453c91458,0xb0FE4D300334461523D9d61AaD90D0494e1Abb43,0x0535a67ea2D6d46f85fE568B7EaA91Ca16824FEC,0xDc1A0C7849150f466F07d48b38eAA6cE99079f80,0x84f74733ede9bFD53c1B3Ea96338867C94EC313e,0xDFfCD3BF14796a62a804c1B16F877Cf7120379dB,0x4E6D3A5023A38cE2C4c5456d3760357fD93A22cD,0xe07305F43B11F230EaA951002F6a55a16419B707,0x67Fb97ABB9035E2e93A7e3761a0d0571c5d7CD07,0x231Ac69A1A37649C6B06a71Ab32DdD92158C80b8,0xBd2b6dC189EefD51B273F5cb2d99BA1ce565fb8C,0x49d1363016aA899bba09ae972a1BF200dDf8C55F,0x48c135Ff690C2Aa7F5B11C539104B5855A4f9252,0x7E8eFfAb3083fB26aCE6832bFcA4C377905F97d7,0x200dA0b6a9905A377CF8D469664C65dB267009d1


0xC1d0b3DE6792Bf6b4b37EccdcC24e45978Cfd2Eb,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x8F73e4C2A6D852bb4ab2A45E6a9CF5715b3228B7,0xFdDf38947aFB03C621C71b06C9C70bce73f12999,0x55032650b14df07b85bF18A3a3eC8E0Af2e028d5,0xC77F8768774E1c9244BEed705C4354f2113CFc09,0x388C818CA8B9251b393131C08a736A67ccB19297,0x889edC2eDab5f40e902b864aD4d7AdE8E412F9B1,0xb9d7934878b5fb9610b3fe8a5e441e8fad7e293f,0xD15a672319Cf0352560eE76d9e89eAB0889046D3,0xF95f069F9AD107938F6ba802a3da87892298610E,0x852deD011285fe67063a08005c71a85690503Cee,0xD624B08C83bAECF0807Dd2c6880C3154a5F0B288,0x0De4Ea0184c2ad0BacA7183356Aea5B8d5Bf5c6e,0x7FaDB6358950c5fAA66Cb5EB8eE5147De3df355a,0x9305c1Dbfe22c12c66339184C0025d7006f0f1cC,0xbf05A929c3D7885a6aeAd833a992dA6E5ac23b09,0x442af784A788A5bd6F42A01Ebe9F287a871243fb,0xb8FFC3Cd6e7Cf5a098A1c92F48009765B24088Dc,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0x2e59A20f205bB85a89C53f1936454680651E618e,0xf73a1260d222f447210581DDf212D915c09a3249,0xB9E5CBB9CA5b0d659238807E84D0176930753d86,0x3e40D73EB977Dc6a537aF587D48316feE66E9C8c,0x9895f0f17cc1d1891b6f18ee0b483b6f221b37bb,0x4ee3118e3858e8d7164a634825bfe0f73d99c792,0xF5Dc67E54FC96F993CD06073f71ca732C1E654B1,0xF9339DE629973c60c4d2b76749c81E6F40960E3A,0x0D97E876ad14DB2b183CFeEB8aa1A5C788eB1831,0x8B3f33234ABD88493c0Cd28De33D583B70beDe35,0xEe06EA501f7d9DC6F4200385A8D910182D155d3e,0x6c82877cac5a7a739f16ca0a89c0a328b8764a24,0x1aD5cb2955940F998081c1eF5f5F00875431aA90,0x1ad5cb2955940f998081c1ef5f5f00875431aa90,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x828b154032950C8ff7CF8085D841723Db2696056,0xF668E6D326945d499e5B35E7CD2E82aCFbcFE6f0,0x32296969Ef14EB0c6d29669C550D4a0449130230,0xC1A900Ae76dB21dC5aa8E418Ac0F4E888A4C7431,0xc5578194D457dcce3f272538D1ad52c68d1CE849,0xCfE54B5cD566aB89272946F602D76Ea879CAb4a8,0x86392dC19c0b719886221c78AB11eb8Cf5c52812,0x3a6bd15abf19581e411621d669b6a2bbe741ffd6,0xab55bf4dfbf469ebfe082b7872557d1f87692fe6,0x4b3EDb22952Fb4A70140E39FB1adD05A6B49622B,0xdB46C277dA1599390eAb394327602889E9546296,0x753D5167C31fBEB5b49624314d74A957Eb271709,0x99ac10631f69c753ddb595d074422a0922d9056b,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x6140182B2536AE7B6Cfcfb2d2bAB0f6Fe0D7b58E,0x8F1155447Ee97b5Ae147a01a5c420B0FDDF0370D,0xE5576eB1dD4aA524D67Cf9a32C8742540252b6F4,0x75ff3dd673Ef9fC459A52E1054db5dF2A1101212,0x1dD909cDdF3dbe61aC08112dC0Fdf2Ab949f79D8,0x1220ccCDc9BBA5CF626a84586C74D6f940932342,0x55c8De1Ac17C1A937293416C9BCe5789CbBf61d1,0x86F6c353A0965eB069cD7f4f91C1aFEf8C725551,0xf5436129cf9d8fa2a1cb6e591347155276550635,0xC20129f1dd4DFeD023a6d6A8de9d54A7b61af5CC,0xD420d6C8aA81c087829A64Ce59936b7C1176A81a,0xA2F987A546D4CD1c607Ee8141276876C26b72Bdf,0x07BE9BB2B1789b8F5B2f9345F18378A8B036A171,0x707f9118e33a9b8998bea41dd0d46f38bb963fc8,0x2618e94a7F6118acED2E51e0a05da43D2e2eD40C,0xE3c8A4De3b8A484ff890a38d6D7B5D278d697Fb7,0x2BDfD3De0fF23373B621CDAD0aD3dF1580efE701,0x1982b2F5814301d4e9a8b0201555376e62F82428,0xbd233D4ffdAA9B7d1d3E6b18CCcb8D091142893a,0x66457616dd8489df5d0afd8678f4a260088aaf55,0x8180949ac41EF18e844ff8dafE604a195d86Aea9,0xa9deac9f00dc4310c35603fcd9d34d1a750f81db,0xDe2c414b671d2DB93617D1592f0490c13674de24,0xff04ed5f7a6C3a0F1e5Ea20617F8C6f513D5A77c,0x489F04EEff0ba8441D42736549A1f1d6ccA74775,0x689E03565e36B034EcCf12d182c3DC38b2Bb7D33,0xA9b2F5ce3aAE7374a62313473a74C98baa7fa70E,0xe3224542066d3bbc02bc3d70b641be4bc6f40e36,0x1bdfFe0EBef3FEAdF2723D3330727D73f538959C,0x13C6eF8d45aFBCcF15ec0701567cC9fAD2b63CE8,0xDA1DF6442aFD2EC36aBEa91029794B9b2156ADD0,0xF0211b7660680B49De1A7E9f25C65660F0a13Fea,0xFE5986E06210aC1eCC1aDCafc0cc7f8D63B3F977,0xFeBd8FAC16De88206d4b18764e826AF38546AfE0,0x48c4929630099b217136b64089E8543dB0E5163a,0x935cb3366Faf2cFC415B2099d1F974Fd27202b77,0x22010d1747CaFc370b1f1FBBa61022A313c5693b,0x1F2b79FE297B7098875930bBA6dd17068103897E,0x97615f72c3428A393d65A84A3ea6BBD9ad6C0D74,0x00caAeF11EC545B192f16313F53912E453c91458,0xb0FE4D300334461523D9d61AaD90D0494e1Abb43,0x0535a67ea2D6d46f85fE568B7EaA91Ca16824FEC,0xDc1A0C7849150f466F07d48b38eAA6cE99079f80,0x84f74733ede9bFD53c1B3Ea96338867C94EC313e,0xDFfCD3BF14796a62a804c1B16F877Cf7120379dB,0x4E6D3A5023A38cE2C4c5456d3760357fD93A22cD,0xe07305F43B11F230EaA951002F6a55a16419B707,0x67Fb97ABB9035E2e93A7e3761a0d0571c5d7CD07,0x231Ac69A1A37649C6B06a71Ab32DdD92158C80b8,0xBd2b6dC189EefD51B273F5cb2d99BA1ce565fb8C,0x49d1363016aA899bba09ae972a1BF200dDf8C55F,0x48c135Ff690C2Aa7F5B11C539104B5855A4f9252,0x7E8eFfAb3083fB26aCE6832bFcA4C377905F97d7,0x200dA0b6a9905A377CF8D469664C65dB267009d1,0x958e0D946D014F377421a53AB5f9180d4485e63B,0x83E976758B7AB1bb676A4fEA073Fa0E2A807642B,0x75100bd564415731b5936a4a94d0dc29dde5db3c,0x17F6b2C738a63a8D3A113a228cfd0b373244633D,0x9B1cebF7616f2BC73b47D226f90b01a7c9F86956,0xDE06d17Db9295Fa8c4082D4f73Ff81592A3aC437,0x87D93d9B2C672bf9c9642d853a8682546a5012B5,0x12a43b049A7D330cB8aEAB5113032D18AE9a9030,0xe2A682A9722354D825d1BbDF372cC86B2ea82c8C,0x98be4a407Bff0c125e25fBE9Eb1165504349c37d,0x834560F580764Bc2e0B16925F8bF229bb00cB759,0xa02FC823cCE0D016bD7e17ac684c9abAb2d6D647,0x87D93d9B2C672bf9c9642d853a8682546a5012B5,0x73b047fe6337183A454c5217241D780a932777bD"
